edge_id,hour,travel_time_min,speed_kph,data_source
PE00298,10,54.167933,54.545455,prototype
PE00298,11,51.705754,57.142857,prototype
PE00298,12,54.167933,54.545455,prototype
PE00298,13,51.705754,57.142857,prototype
PE00298,14,51.705754,57.142857,prototype
PE00298,15,53.183061,55.555556,prototype
PE00298,16,58.107418,50.847458,prototype
PE00298,17,71.403184,41.37931,prototype
PE00298,18,78.78972,37.5,prototype
PE00298,19,64.016648,46.153846,prototype
PE00298,20,55.152804,53.571429,prototype
PE00298,21,49.243575,60.0,prototype
PE00298,22,46.781396,63.157895,prototype
PE00299,6,13.389419,81.818182,prototype
PE00299,7,16.432469,66.666667,prototype
PE00299,8,18.866909,58.064516,prototype
PE00299,9,15.823859,69.230769,prototype
PE00299,10,13.389419,81.818182,prototype
PE00299,11,12.780809,85.714286,prototype
PE00299,12,13.389419,81.818182,prototype
PE00299,13,12.780809,85.714286,prototype
PE00299,14,12.780809,85.714286,prototype
PE00299,15,13.145975,83.333333,prototype
PE00299,16,14.363195,76.271186,prototype
PE00299,17,17.649689,62.068966,prototype
PE00299,18,19.475519,56.25,prototype
PE00299,19,15.823859,69.230769,prototype
PE00299,20,13.632863,80.357143,prototype
PE00299,21,12.172199,90.0,prototype
PE00299,22,11.563589,94.736842,prototype
PE00300,6,13.389419,81.818182,prototype
PE00300,7,16.432469,66.666667,prototype
PE00300,8,18.866909,58.064516,prototype
PE00300,9,15.823859,69.230769,prototype
PE00300,10,13.389419,81.818182,prototype
PE00300,11,12.780809,85.714286,prototype
PE00300,12,13.389419,81.818182,prototype
PE00300,13,12.780809,85.714286,prototype
PE00300,14,12.780809,85.714286,prototype
PE00300,15,13.145975,83.333333,prototype
PE00300,16,14.363195,76.271186,prototype
PE00300,17,17.649689,62.068966,prototype
PE00300,18,19.475519,56.25,prototype
PE00300,19,15.823859,69.230769,prototype
PE00300,20,13.632863,80.357143,prototype
PE00300,21,12.172199,90.0,prototype
PE00300,22,11.563589,94.736842,prototype
PE00301,6,13.931863,81.818182,prototype
PE00301,7,17.098196,66.666667,prototype
PE00301,8,19.631262,58.064516,prototype
PE00301,9,16.464929,69.230769,prototype
PE00301,10,13.931863,81.818182,prototype
PE00301,11,13.298597,85.714286,prototype
PE00301,12,13.931863,81.818182,prototype
PE00301,13,13.298597,85.714286,prototype
PE00301,14,13.298597,85.714286,prototype
PE00301,15,13.678556,83.333333,prototype
PE00301,16,14.945089,76.271186,prototype
PE00301,17,18.364729,62.068966,prototype
PE00301,18,20.264528,56.25,prototype
PE00301,19,16.464929,69.230769,prototype
PE00301,20,14.18517,80.357143,prototype
PE00301,21,12.66533,90.0,prototype
PE00301,22,12.032063,94.736842,prototype
PE00302,6,13.931863,81.818182,prototype
PE00302,7,17.098196,66.666667,prototype
PE00302,8,19.631262,58.064516,prototype
PE00302,9,16.464929,69.230769,prototype
PE00302,10,13.931863,81.818182,prototype
PE00302,11,13.298597,85.714286,prototype
PE00302,12,13.931863,81.818182,prototype
PE00302,13,13.298597,85.714286,prototype
PE00302,14,13.298597,85.714286,prototype
PE00302,15,13.678556,83.333333,prototype
PE00302,16,14.945089,76.271186,prototype
PE00302,17,18.364729,62.068966,prototype
PE00302,18,20.264528,56.25,prototype
PE00302,19,16.464929,69.230769,prototype
PE00302,20,14.18517,80.357143,prototype
PE00302,21,12.66533,90.0,prototype
PE00302,22,12.032063,94.736842,prototype
PE00303,6,14.045404,81.818182,prototype
PE00303,7,17.237541,66.666667,prototype
PE00303,8,19.79125,58.064516,prototype
PE00303,9,16.599113,69.230769,prototype
PE00303,10,14.045404,81.818182,prototype
PE00303,11,13.406976,85.714286,prototype
PE00303,12,14.045404,81.818182,prototype
PE00303,13,13.406976,85.714286,prototype
PE00303,14,13.406976,85.714286,prototype
PE00303,15,13.790033,83.333333,prototype
PE00303,16,15.066887,76.271186,prototype
PE00303,17,18.514396,62.068966,prototype
PE00303,18,20.429678,56.25,prototype
PE00303,19,16.599113,69.230769,prototype
PE00303,20,14.300775,80.357143,prototype
PE00303,21,12.768549,90.0,prototype
PE00303,22,12.130121,94.736842,prototype
PE00304,6,14.045404,81.818182,prototype
PE00304,7,17.237541,66.666667,prototype
PE00304,8,19.79125,58.064516,prototype
PE00304,9,16.599113,69.230769,prototype
PE00304,10,14.045404,81.818182,prototype
PE00304,11,13.406976,85.714286,prototype
PE00304,12,14.045404,81.818182,prototype
PE00304,13,13.406976,85.714286,prototype
PE00304,14,13.406976,85.714286,prototype
PE00304,15,13.790033,83.333333,prototype
PE00304,16,15.066887,76.271186,prototype
PE00304,17,18.514396,62.068966,prototype
PE00304,18,20.429678,56.25,prototype
PE00304,19,16.599113,69.230769,prototype
PE00304,20,14.300775,80.357143,prototype
PE00304,21,12.768549,90.0,prototype
PE00304,22,12.130121,94.736842,prototype
PE00305,6,1.916256,81.818182,prototype
PE00305,7,2.351768,66.666667,prototype
PE00305,8,2.700179,58.064516,prototype
PE00305,9,2.264666,69.230769,prototype
PE00305,10,1.916256,81.818182,prototype
PE00305,11,1.829153,85.714286,prototype
PE00305,12,1.916256,81.818182,prototype
PE00305,13,1.829153,85.714286,prototype
PE00305,14,1.829153,85.714286,prototype
PE00305,15,1.881415,83.333333,prototype
PE00305,16,2.05562,76.271186,prototype
PE00305,17,2.525973,62.068966,prototype
PE00305,18,2.787281,56.25,prototype
PE00305,19,2.264666,69.230769,prototype
PE00305,20,1.951097,80.357143,prototype
PE00305,21,1.742051,90.0,prototype
PE00305,22,1.654948,94.736842,prototype
PE00306,6,1.916256,81.818182,prototype
PE00306,7,2.351768,66.666667,prototype
PE00306,8,2.700179,58.064516,prototype
PE00306,9,2.264666,69.230769,prototype
PE00306,10,1.916256,81.818182,prototype
PE00306,11,1.829153,85.714286,prototype
PE00306,12,1.916256,81.818182,prototype
PE00306,13,1.829153,85.714286,prototype
PE00306,14,1.829153,85.714286,prototype
PE00306,15,1.881415,83.333333,prototype
PE00306,16,2.05562,76.271186,prototype
PE00306,17,2.525973,62.068966,prototype
PE00306,18,2.787281,56.25,prototype
PE00306,19,2.264666,69.230769,prototype
PE00306,20,1.951097,80.357143,prototype
PE00306,21,1.742051,90.0,prototype
PE00306,22,1.654948,94.736842,prototype
PE00307,6,4.65435,81.818182,prototype
PE00307,7,5.712157,66.666667,prototype
PE00307,8,6.558402,58.064516,prototype
PE00307,9,5.500596,69.230769,prototype
PE00307,10,4.65435,81.818182,prototype
PE00307,11,4.442789,85.714286,prototype
PE00307,12,4.65435,81.818182,prototype
PE00307,13,4.442789,85.714286,prototype
PE00307,14,4.442789,85.714286,prototype
PE00307,15,4.569726,83.333333,prototype
PE00307,16,4.992848,76.271186,prototype
PE00307,17,6.13528,62.068966,prototype
PE00307,18,6.769964,56.25,prototype
PE00307,19,5.500596,69.230769,prototype
PE00307,20,4.738975,80.357143,prototype
PE00307,21,4.231227,90.0,prototype
PE00307,22,4.019666,94.736842,prototype
PE00308,6,4.65435,81.818182,prototype
PE00308,7,5.712157,66.666667,prototype
PE00308,8,6.558402,58.064516,prototype
PE00308,9,5.500596,69.230769,prototype
PE00308,10,4.65435,81.818182,prototype
PE00308,11,4.442789,85.714286,prototype
PE00308,12,4.65435,81.818182,prototype
PE00308,13,4.442789,85.714286,prototype
PE00308,14,4.442789,85.714286,prototype
PE00308,15,4.569726,83.333333,prototype
PE00308,16,4.992848,76.271186,prototype
PE00308,17,6.13528,62.068966,prototype
PE00308,18,6.769964,56.25,prototype
PE00308,19,5.500596,69.230769,prototype
PE00308,20,4.738975,80.357143,prototype
PE00308,21,4.231227,90.0,prototype
PE00308,22,4.019666,94.736842,prototype
PE00309,6,4.696048,81.818182,prototype
PE00309,7,5.763332,66.666667,prototype
PE00309,8,6.617159,58.064516,prototype
PE00309,9,5.549875,69.230769,prototype
PE00309,10,4.696048,81.818182,prototype
PE00309,11,4.482591,85.714286,prototype
PE00309,12,4.696048,81.818182,prototype
PE00309,13,4.482591,85.714286,prototype
PE00309,14,4.482591,85.714286,prototype
PE00309,15,4.610665,83.333333,prototype
PE00309,16,5.037579,76.271186,prototype
PE00309,17,6.190245,62.068966,prototype
PE00309,18,6.830615,56.25,prototype
PE00309,19,5.549875,69.230769,prototype
PE00309,20,4.781431,80.357143,prototype
PE00309,21,4.269135,90.0,prototype
PE00309,22,4.055678,94.736842,prototype
PE00310,6,4.696048,81.818182,prototype
PE00310,7,5.763332,66.666667,prototype
PE00310,8,6.617159,58.064516,prototype
PE00310,9,5.549875,69.230769,prototype
PE00310,10,4.696048,81.818182,prototype
PE00310,11,4.482591,85.714286,prototype
PE00310,12,4.696048,81.818182,prototype
PE00310,13,4.482591,85.714286,prototype
PE00310,14,4.482591,85.714286,prototype
PE00310,15,4.610665,83.333333,prototype
PE00310,16,5.037579,76.271186,prototype
PE00310,17,6.190245,62.068966,prototype
PE00310,18,6.830615,56.25,prototype
PE00310,19,5.549875,69.230769,prototype
PE00310,20,4.781431,80.357143,prototype
PE00310,21,4.269135,90.0,prototype
PE00310,22,4.055678,94.736842,prototype
PE00311,6,10.872674,81.818182,prototype
PE00311,7,13.343736,66.666667,prototype
PE00311,8,15.320585,58.064516,prototype
PE00311,9,12.849523,69.230769,prototype
PE00311,10,10.872674,81.818182,prototype
PE00311,11,10.378461,85.714286,prototype
PE00311,12,10.872674,81.818182,prototype
PE00311,13,10.378461,85.714286,prototype
PE00311,14,10.378461,85.714286,prototype
PE00311,15,10.674989,83.333333,prototype
PE00311,16,11.663413,76.271186,prototype
PE00311,17,14.332161,62.068966,prototype
PE00311,18,15.814798,56.25,prototype
PE00311,19,12.849523,69.230769,prototype
PE00311,20,11.070359,80.357143,prototype
PE00311,21,9.884249,90.0,prototype
PE00311,22,9.390036,94.736842,prototype
PE00312,6,10.872674,81.818182,prototype
PE00312,7,13.343736,66.666667,prototype
PE00312,8,15.320585,58.064516,prototype
PE00312,9,12.849523,69.230769,prototype
PE00312,10,10.872674,81.818182,prototype
PE00312,11,10.378461,85.714286,prototype
PE00312,12,10.872674,81.818182,prototype
PE00312,13,10.378461,85.714286,prototype
PE00312,14,10.378461,85.714286,prototype
PE00312,15,10.674989,83.333333,prototype
PE00312,16,11.663413,76.271186,prototype
PE00312,17,14.332161,62.068966,prototype
PE00312,18,15.814798,56.25,prototype
PE00312,19,12.849523,69.230769,prototype
PE00312,20,11.070359,80.357143,prototype
PE00312,21,9.884249,90.0,prototype
PE00312,22,9.390036,94.736842,prototype
PE00313,6,6.002177,81.818182,prototype
PE00313,7,7.366308,66.666667,prototype
PE00313,8,8.457613,58.064516,prototype
PE00313,9,7.093482,69.230769,prototype
PE00313,10,6.002177,81.818182,prototype
PE00313,11,5.729351,85.714286,prototype
PE00313,12,6.002177,81.818182,prototype
PE00313,13,5.729351,85.714286,prototype
PE00313,14,5.729351,85.714286,prototype
PE00313,15,5.893047,83.333333,prototype
PE00313,16,6.438699,76.271186,prototype
PE00313,17,7.911961,62.068966,prototype
PE00313,18,8.730439,56.25,prototype
PE00313,19,7.093482,69.230769,prototype
PE00313,20,6.111308,80.357143,prototype
PE00313,21,5.456525,90.0,prototype
PE00313,22,5.183698,94.736842,prototype
PE00314,6,6.002177,81.818182,prototype
PE00314,7,7.366308,66.666667,prototype
PE00314,8,8.457613,58.064516,prototype
PE00314,9,7.093482,69.230769,prototype
PE00314,10,6.002177,81.818182,prototype
PE00314,11,5.729351,85.714286,prototype
PE00314,12,6.002177,81.818182,prototype
PE00314,13,5.729351,85.714286,prototype
PE00314,14,5.729351,85.714286,prototype
PE00314,15,5.893047,83.333333,prototype
PE00314,16,6.438699,76.271186,prototype
PE00314,17,7.911961,62.068966,prototype
PE00314,18,8.730439,56.25,prototype
PE00314,19,7.093482,69.230769,prototype
PE00314,20,6.111308,80.357143,prototype
PE00314,21,5.456525,90.0,prototype
PE00314,22,5.183698,94.736842,prototype
PE00315,6,8.877426,81.818182,prototype
PE00315,7,10.895023,66.666667,prototype
PE00315,8,12.5091,58.064516,prototype
PE00315,9,10.491504,69.230769,prototype
PE00315,10,8.877426,81.818182,prototype
PE00315,11,8.473907,85.714286,prototype
PE00315,12,8.877426,81.818182,prototype
PE00315,13,8.473907,85.714286,prototype
PE00315,14,8.473907,85.714286,prototype
PE00315,15,8.716018,83.333333,prototype
PE00315,16,9.523057,76.271186,prototype
PE00315,17,11.702062,62.068966,prototype
PE00315,18,12.91262,56.25,prototype
PE00315,19,10.491504,69.230769,prototype
PE00315,20,9.038834,80.357143,prototype
PE00315,21,8.070387,90.0,prototype
PE00315,22,7.666868,94.736842,prototype
PE00316,6,8.877426,81.818182,prototype
PE00316,7,10.895023,66.666667,prototype
PE00316,8,12.5091,58.064516,prototype
PE00316,9,10.491504,69.230769,prototype
PE00316,10,8.877426,81.818182,prototype
PE00316,11,8.473907,85.714286,prototype
PE00316,12,8.877426,81.818182,prototype
PE00316,13,8.473907,85.714286,prototype
PE00316,14,8.473907,85.714286,prototype
PE00316,15,8.716018,83.333333,prototype
PE00316,16,9.523057,76.271186,prototype
PE00316,17,11.702062,62.068966,prototype
PE00316,18,12.91262,56.25,prototype
PE00316,19,10.491504,69.230769,prototype
PE00316,20,9.038834,80.357143,prototype
PE00316,21,8.070387,90.0,prototype
PE00316,22,7.666868,94.736842,prototype
PE00317,6,0.833433,81.818182,prototype
PE00317,7,1.02285,66.666667,prototype
PE00317,8,1.174383,58.064516,prototype
PE00317,9,0.984967,69.230769,prototype
PE00317,10,0.833433,81.818182,prototype
PE00317,11,0.79555,85.714286,prototype
PE00317,12,0.833433,81.818182,prototype
PE00317,13,0.79555,85.714286,prototype
PE00317,14,0.79555,85.714286,prototype
PE00317,15,0.81828,83.333333,prototype
PE00317,16,0.894047,76.271186,prototype
PE00317,17,1.098617,62.068966,prototype
PE00317,18,1.212267,56.25,prototype
PE00317,19,0.984967,69.230769,prototype
PE00317,20,0.848587,80.357143,prototype
PE00317,21,0.757667,90.0,prototype
PE00317,22,0.719783,94.736842,prototype
PE00318,6,0.833433,81.818182,prototype
PE00318,7,1.02285,66.666667,prototype
PE00318,8,1.174383,58.064516,prototype
PE00318,9,0.984967,69.230769,prototype
PE00318,10,0.833433,81.818182,prototype
PE00318,11,0.79555,85.714286,prototype
PE00318,12,0.833433,81.818182,prototype
PE00318,13,0.79555,85.714286,prototype
PE00318,14,0.79555,85.714286,prototype
PE00318,15,0.81828,83.333333,prototype
PE00318,16,0.894047,76.271186,prototype
PE00318,17,1.098617,62.068966,prototype
PE00318,18,1.212267,56.25,prototype
PE00318,19,0.984967,69.230769,prototype
PE00318,20,0.848587,80.357143,prototype
PE00318,21,0.757667,90.0,prototype
PE00318,22,0.719783,94.736842,prototype
PE00319,6,1.653499,81.818182,prototype
PE00319,7,2.029295,66.666667,prototype
PE00319,8,2.329931,58.064516,prototype
PE00319,9,1.954136,69.230769,prototype
PE00319,10,1.653499,81.818182,prototype
PE00319,11,1.57834,85.714286,prototype
PE00319,12,1.653499,81.818182,prototype
PE00319,13,1.57834,85.714286,prototype
PE00319,14,1.57834,85.714286,prototype
PE00319,15,1.623436,83.333333,prototype
PE00319,16,1.773754,76.271186,prototype
PE00319,17,2.179613,62.068966,prototype
PE00319,18,2.40509,56.25,prototype
PE00319,19,1.954136,69.230769,prototype
PE00319,20,1.683563,80.357143,prototype
PE00319,21,1.503181,90.0,prototype
PE00319,22,1.428022,94.736842,prototype
PE00320,6,1.653499,81.818182,prototype
PE00320,7,2.029295,66.666667,prototype
PE00320,8,2.329931,58.064516,prototype
PE00320,9,1.954136,69.230769,prototype
PE00320,10,1.653499,81.818182,prototype
PE00320,11,1.57834,85.714286,prototype
PE00320,12,1.653499,81.818182,prototype
PE00320,13,1.57834,85.714286,prototype
PE00320,14,1.57834,85.714286,prototype
PE00320,15,1.623436,83.333333,prototype
PE00320,16,1.773754,76.271186,prototype
PE00320,17,2.179613,62.068966,prototype
PE00320,18,2.40509,56.25,prototype
PE00320,19,1.954136,69.230769,prototype
PE00320,20,1.683563,80.357143,prototype
PE00320,21,1.503181,90.0,prototype
PE00320,22,1.428022,94.736842,prototype
PE00321,6,5.344816,81.818182,prototype
PE00321,7,6.559547,66.666667,prototype
PE00321,8,7.531332,58.064516,prototype
PE00321,9,6.316601,69.230769,prototype
PE00321,10,5.344816,81.818182,prototype
PE00321,11,5.10187,85.714286,prototype
PE00321,12,5.344816,81.818182,prototype
PE00321,13,5.10187,85.714286,prototype
PE00321,14,5.10187,85.714286,prototype
PE00321,15,5.247638,83.333333,prototype
PE00321,16,5.73353,76.271186,prototype
PE00321,17,7.04544,62.068966,prototype
PE00321,18,7.774278,56.25,prototype
PE00321,19,6.316601,69.230769,prototype
PE00321,20,5.441995,80.357143,prototype
PE00321,21,4.858924,90.0,prototype
PE00321,22,4.615978,94.736842,prototype
PE00322,6,5.344816,81.818182,prototype
PE00322,7,6.559547,66.666667,prototype
PE00322,8,7.531332,58.064516,prototype
PE00322,9,6.316601,69.230769,prototype
PE00322,10,5.344816,81.818182,prototype
PE00322,11,5.10187,85.714286,prototype
PE00322,12,5.344816,81.818182,prototype
PE00322,13,5.10187,85.714286,prototype
PE00322,14,5.10187,85.714286,prototype
PE00322,15,5.247638,83.333333,prototype
PE00322,16,5.73353,76.271186,prototype
PE00322,17,7.04544,62.068966,prototype
PE00322,18,7.774278,56.25,prototype
PE00322,19,6.316601,69.230769,prototype
PE00322,20,5.441995,80.357143,prototype
PE00322,21,4.858924,90.0,prototype
PE00322,22,4.615978,94.736842,prototype
PE00323,6,14.865987,81.818182,prototype
PE00323,7,18.244621,66.666667,prototype
PE00323,8,20.947528,58.064516,prototype
PE00323,9,17.568894,69.230769,prototype
PE00323,10,14.865987,81.818182,prototype
PE00323,11,14.190261,85.714286,prototype
PE00323,12,14.865987,81.818182,prototype
PE00323,13,14.190261,85.714286,prototype
PE00323,14,14.190261,85.714286,prototype
PE00323,15,14.595697,83.333333,prototype
PE00323,16,15.94715,76.271186,prototype
PE00323,17,19.596074,62.068966,prototype
PE00323,18,21.623254,56.25,prototype
PE00323,19,17.568894,69.230769,prototype
PE00323,20,15.136278,80.357143,prototype
PE00323,21,13.514534,90.0,prototype
PE00323,22,12.838807,94.736842,prototype
PE00324,6,14.865987,81.818182,prototype
PE00324,7,18.244621,66.666667,prototype
PE00324,8,20.947528,58.064516,prototype
PE00324,9,17.568894,69.230769,prototype
PE00324,10,14.865987,81.818182,prototype
PE00324,11,14.190261,85.714286,prototype
PE00324,12,14.865987,81.818182,prototype
PE00324,13,14.190261,85.714286,prototype
PE00324,14,14.190261,85.714286,prototype
PE00324,15,14.595697,83.333333,prototype
PE00324,16,15.94715,76.271186,prototype
PE00324,17,19.596074,62.068966,prototype
PE00324,18,21.623254,56.25,prototype
PE00324,19,17.568894,69.230769,prototype
PE00324,20,15.136278,80.357143,prototype
PE00324,21,13.514534,90.0,prototype
PE00324,22,12.838807,94.736842,prototype
PE00325,6,15.302965,81.818182,prototype
PE00325,7,18.780911,66.666667,prototype
PE00325,8,21.563268,58.064516,prototype
PE00325,9,18.085322,69.230769,prototype
PE00325,10,15.302965,81.818182,prototype
PE00325,11,14.607375,85.714286,prototype
PE00325,12,15.302965,81.818182,prototype
PE00325,13,14.607375,85.714286,prototype
PE00325,14,14.607375,85.714286,prototype
PE00325,15,15.024729,83.333333,prototype
PE00325,16,16.415907,76.271186,prototype
PE00325,17,20.17209,62.068966,prototype
PE00325,18,22.258858,56.25,prototype
PE00325,19,18.085322,69.230769,prototype
PE00325,20,15.5812,80.357143,prototype
PE00325,21,13.911786,90.0,prototype
PE00325,22,13.216197,94.736842,prototype
PE00326,6,15.302965,81.818182,prototype
PE00326,7,18.780911,66.666667,prototype
PE00326,8,21.563268,58.064516,prototype
PE00326,9,18.085322,69.230769,prototype
PE00326,10,15.302965,81.818182,prototype
PE00326,11,14.607375,85.714286,prototype
PE00326,12,15.302965,81.818182,prototype
PE00326,13,14.607375,85.714286,prototype
PE00326,14,14.607375,85.714286,prototype
PE00326,15,15.024729,83.333333,prototype
PE00326,16,16.415907,76.271186,prototype
PE00326,17,20.17209,62.068966,prototype
PE00326,18,22.258858,56.25,prototype
PE00326,19,18.085322,69.230769,prototype
PE00326,20,15.5812,80.357143,prototype
PE00326,21,13.911786,90.0,prototype
PE00326,22,13.216197,94.736842,prototype
PE00327,6,10.327072,54.545455,prototype
PE00327,7,12.674133,44.444444,prototype
PE00327,8,14.551783,38.709677,prototype
PE00327,9,12.204721,46.153846,prototype
PE00327,10,10.327072,54.545455,prototype
PE00327,11,9.857659,57.142857,prototype
PE00327,12,10.327072,54.545455,prototype
PE00327,13,9.857659,57.142857,prototype
PE00327,14,9.857659,57.142857,prototype
PE00327,15,10.139307,55.555556,prototype
PE00327,16,11.078131,50.847458,prototype
PE00327,17,13.612958,41.37931,prototype
PE00327,18,15.021195,37.5,prototype
PE00327,19,12.204721,46.153846,prototype
PE00327,20,10.514837,53.571429,prototype
PE00327,21,9.388247,60.0,prototype
PE00327,22,8.918835,63.157895,prototype
PE00328,6,10.327072,54.545455,prototype
PE00328,7,12.674133,44.444444,prototype
PE00328,8,14.551783,38.709677,prototype
PE00328,9,12.204721,46.153846,prototype
PE00328,10,10.327072,54.545455,prototype
PE00328,11,9.857659,57.142857,prototype
PE00328,12,10.327072,54.545455,prototype
PE00328,13,9.857659,57.142857,prototype
PE00328,14,9.857659,57.142857,prototype
PE00328,15,10.139307,55.555556,prototype
PE00328,16,11.078131,50.847458,prototype
PE00328,17,13.612958,41.37931,prototype
PE00328,18,15.021195,37.5,prototype
PE00328,19,12.204721,46.153846,prototype
PE00328,20,10.514837,53.571429,prototype
PE00328,21,9.388247,60.0,prototype
PE00328,22,8.918835,63.157895,prototype
PE00329,6,48.487156,54.545455,prototype
PE00329,7,59.506965,44.444444,prototype
PE00329,8,68.322811,38.709677,prototype
PE00329,9,57.303003,46.153846,prototype
PE00329,10,48.487156,54.545455,prototype
PE00329,11,46.283195,57.142857,prototype
PE00329,12,48.487156,54.545455,prototype
PE00329,13,46.283195,57.142857,prototype
PE00329,14,46.283195,57.142857,prototype
PE00329,15,47.605572,55.555556,prototype
PE00329,16,52.013495,50.847458,prototype
PE00329,17,63.914888,41.37931,prototype
PE00329,18,70.526773,37.5,prototype
PE00329,19,57.303003,46.153846,prototype
PE00329,20,49.368741,53.571429,prototype
PE00329,21,44.079233,60.0,prototype
PE00329,22,41.875271,63.157895,prototype
PE00330,6,48.487156,54.545455,prototype
PE00330,7,59.506965,44.444444,prototype
PE00330,8,68.322811,38.709677,prototype
PE00330,9,57.303003,46.153846,prototype
PE00330,10,48.487156,54.545455,prototype
PE00330,11,46.283195,57.142857,prototype
PE00330,12,48.487156,54.545455,prototype
PE00330,13,46.283195,57.142857,prototype
PE00330,14,46.283195,57.142857,prototype
PE00330,15,47.605572,55.555556,prototype
PE00330,16,52.013495,50.847458,prototype
PE00330,17,63.914888,41.37931,prototype
PE00330,18,70.526773,37.5,prototype
PE00330,19,57.303003,46.153846,prototype
PE00330,20,49.368741,53.571429,prototype
PE00330,21,44.079233,60.0,prototype
PE00330,22,41.875271,63.157895,prototype
PE00331,6,45.004612,81.818182,prototype
PE00331,7,55.232933,66.666667,prototype
PE00331,8,63.415589,58.064516,prototype
PE00331,9,53.187268,69.230769,prototype
PE00331,10,45.004612,81.818182,prototype
PE00331,11,42.958948,85.714286,prototype
PE00331,12,45.004612,81.818182,prototype
PE00331,13,42.958948,85.714286,prototype
PE00331,14,42.958948,85.714286,prototype
PE00331,15,44.186346,83.333333,prototype
PE00331,16,48.277674,76.271186,prototype
PE00331,17,59.324261,62.068966,prototype
PE00331,18,65.461253,56.25,prototype
PE00331,19,53.187268,69.230769,prototype
PE00331,20,45.822877,80.357143,prototype
PE00331,21,40.913283,90.0,prototype
PE00331,22,38.867619,94.736842,prototype
PE00332,6,45.004612,81.818182,prototype
PE00332,7,55.232933,66.666667,prototype
PE00332,8,63.415589,58.064516,prototype
PE00332,9,53.187268,69.230769,prototype
PE00332,10,45.004612,81.818182,prototype
PE00332,11,42.958948,85.714286,prototype
PE00332,12,45.004612,81.818182,prototype
PE00332,13,42.958948,85.714286,prototype
PE00332,14,42.958948,85.714286,prototype
PE00332,15,44.186346,83.333333,prototype
PE00332,16,48.277674,76.271186,prototype
PE00332,17,59.324261,62.068966,prototype
PE00332,18,65.461253,56.25,prototype
PE00332,19,53.187268,69.230769,prototype
PE00332,20,45.822877,80.357143,prototype
PE00332,21,40.913283,90.0,prototype
PE00332,22,38.867619,94.736842,prototype
PE00333,6,46.33047,81.818182,prototype
PE00333,7,56.860122,66.666667,prototype
PE00333,8,65.283843,58.064516,prototype
PE00333,9,54.754191,69.230769,prototype
PE00333,10,46.33047,81.818182,prototype
PE00333,11,44.224539,85.714286,prototype
PE00333,12,46.33047,81.818182,prototype
PE00333,13,44.224539,85.714286,prototype
PE00333,14,44.224539,85.714286,prototype
PE00333,15,45.488097,83.333333,prototype
PE00333,16,49.699958,76.271186,prototype
PE00333,17,61.071983,62.068966,prototype
PE00333,18,67.389774,56.25,prototype
PE00333,19,54.754191,69.230769,prototype
PE00333,20,47.172842,80.357143,prototype
PE00333,21,42.118609,90.0,prototype
PE00333,22,40.012678,94.736842,prototype
PE00334,6,46.33047,81.818182,prototype
PE00334,7,56.860122,66.666667,prototype
PE00334,8,65.283843,58.064516,prototype
PE00334,9,54.754191,69.230769,prototype
PE00334,10,46.33047,81.818182,prototype
PE00334,11,44.224539,85.714286,prototype
PE00334,12,46.33047,81.818182,prototype
PE00334,13,44.224539,85.714286,prototype
PE00334,14,44.224539,85.714286,prototype
PE00334,15,45.488097,83.333333,prototype
PE00334,16,49.699958,76.271186,prototype
PE00334,17,61.071983,62.068966,prototype
PE00334,18,67.389774,56.25,prototype
PE00334,19,54.754191,69.230769,prototype
PE00334,20,47.172842,80.357143,prototype
PE00334,21,42.118609,90.0,prototype
PE00334,22,40.012678,94.736842,prototype
PE00335,6,1.25004,81.818182,prototype
PE00335,7,1.53414,66.666667,prototype
PE00335,8,1.76142,58.064516,prototype
PE00335,9,1.47732,69.230769,prototype
PE00335,10,1.25004,81.818182,prototype
PE00335,11,1.19322,85.714286,prototype
PE00335,12,1.25004,81.818182,prototype
PE00335,13,1.19322,85.714286,prototype
PE00335,14,1.19322,85.714286,prototype
PE00335,15,1.227312,83.333333,prototype
PE00335,16,1.340952,76.271186,prototype
PE00335,17,1.64778,62.068966,prototype
PE00335,18,1.81824,56.25,prototype
PE00335,19,1.47732,69.230769,prototype
PE00335,20,1.272768,80.357143,prototype
PE00335,21,1.1364,90.0,prototype
PE00335,22,1.07958,94.736842,prototype
PE00336,6,1.25004,81.818182,prototype
PE00336,7,1.53414,66.666667,prototype
PE00336,8,1.76142,58.064516,prototype
PE00336,9,1.47732,69.230769,prototype
PE00336,10,1.25004,81.818182,prototype
PE00336,11,1.19322,85.714286,prototype
PE00336,12,1.25004,81.818182,prototype
PE00336,13,1.19322,85.714286,prototype
PE00336,14,1.19322,85.714286,prototype
PE00336,15,1.227312,83.333333,prototype
PE00336,16,1.340952,76.271186,prototype
PE00336,17,1.64778,62.068966,prototype
PE00336,18,1.81824,56.25,prototype
PE00336,19,1.47732,69.230769,prototype
PE00336,20,1.272768,80.357143,prototype
PE00336,21,1.1364,90.0,prototype
PE00336,22,1.07958,94.736842,prototype
PE00337,6,1.407577,81.818182,prototype
PE00337,7,1.727481,66.666667,prototype
PE00337,8,1.983404,58.064516,prototype
PE00337,9,1.6635,69.230769,prototype
PE00337,10,1.407577,81.818182,prototype
PE00337,11,1.343596,85.714286,prototype
PE00337,12,1.407577,81.818182,prototype
PE00337,13,1.343596,85.714286,prototype
PE00337,14,1.343596,85.714286,prototype
PE00337,15,1.381985,83.333333,prototype
