from_node,to_node,hour,travel_time_min,distance_km
C026,D03,10,129.144734,149.672073
C026,D04,10,223.201028,199.550411
C026,D05,10,269.782534,305.905456
C026,C001,10,310.313504,375.438851
C026,C002,10,127.813116,148.965912
C026,C003,10,280.288229,334.493913
C026,C004,10,228.456194,309.175012
C026,C005,10,97.806317,85.657632
C026,C006,10,247.261107,313.818428
C026,C007,10,295.473694,379.5651
C026,C008,10,191.593284,213.550332
C026,C009,10,122.943625,165.293341
C026,C010,10,218.815932,275.031531
C026,C011,10,234.430416,271.9583
C026,C012,10,192.151844,259.667312
C026,C013,10,101.17101,90.247781
C026,C014,10,39.338393,51.282041
C026,C015,10,256.944295,302.658461
C026,C016,10,163.518353,220.62037
C026,C017,10,199.939979,249.297011
C026,C018,10,130.881298,160.194999
C026,C019,10,172.441433,187.427173
C026,C020,10,202.74288,253.115557
C026,C021,10,166.804472,179.748196
C026,C022,10,205.800963,232.922785
C026,C023,10,192.655456,243.003019
C026,C024,10,242.835962,283.42166
C026,C025,10,77.022223,102.673644
C026,C027,10,272.984141,324.275252
C026,C028,10,138.43665,141.057898
C026,C029,10,44.555105,58.399339
C026,C030,10,230.412277,295.87892
C026,C031,10,180.273219,198.109174
C026,C032,10,208.771792,236.968781
C026,C033,10,101.295586,90.415032
C026,C034,10,168.148536,205.946096
C026,C035,10,253.978565,322.982829
C026,C036,10,196.00378,264.914028
C026,C037,10,173.732645,213.556498
C026,C038,10,238.769841,277.882855
C026,C039,10,130.712554,130.529157
C026,C040,10,281.874136,336.653825
C026,C041,10,238.381343,277.347453
C026,C042,10,238.556863,301.955864
C026,C043,10,154.488269,208.308267
C026,C044,10,207.939833,260.200025
C026,C045,10,229.870362,290.086552
C026,C046,10,153.338628,206.74074
C026,C047,10,69.290072,46.773449
C026,C048,10,217.869978,249.377207
C026,C049,10,243.2539,283.989958
C026,C050,10,66.624311,43.136367
C027,D01,10,103.223137,109.421583
C027,D02,10,51.495829,27.308394
C027,D03,10,317.129605,404.348857
C027,D04,10,362.478708,443.337902
C027,D05,10,265.928412,346.000893
C027,C001,10,221.78396,300.067804
C027,C002,10,315.797987,403.642696
C027,C003,10,276.434107,374.58935
C027,C004,10,319.648426,433.522714
C027,C005,10,203.414595,228.763045
C027,C006,10,89.5116,119.692614
C027,C007,10,126.017849,169.475
C027,C008,10,293.67912,318.392081
C027,C009,10,193.894982,262.039849
C027,C010,10,57.009267,50.750343
C027,C011,10,164.237807,221.592163
C027,C012,10,127.47165,171.461706
C027,C013,10,229.449376,285.902098
C027,C014,10,308.290687,372.416647
C027,C015,10,166.470867,224.636662
C027,C016,10,254.710585,344.968072
C027,C017,10,84.972318,113.510077
C027,C018,10,144.937773,165.583625
C027,C019,10,297.39576,378.548709
C027,C020,10,113.104696,127.245932
C027,C021,10,163.815341,196.40138
C027,C022,10,205.786962,278.25475
C027,C023,10,263.606813,339.749527
C027,C024,10,270.985598,367.158586
C027,C025,10,198.78911,223.100876
C027,C026,10,272.984141,324.275252
C027,C028,10,212.947428,288.014562
C027,C029,10,231.258536,267.376405
C027,C030,10,111.233793,149.320685
C027,C031,10,181.706791,245.415102
C027,C032,10,333.726119,428.090317
C027,C033,10,281.478522,356.848307
C027,C034,10,120.252399,161.619233
C027,C035,10,84.52272,112.892729
C027,C036,10,287.196012,389.26173
C027,C037,10,102.087334,112.222608
C027,C038,10,234.915719,317.978292
C027,C039,10,255.666881,321.650693
C027,C040,10,146.602457,197.543502
C027,C041,10,159.238816,190.155094
C027,C042,10,46.356716,60.851904
C027,C043,10,225.439626,305.054775
C027,C044,10,118.301649,134.3304
C027,C045,10,53.088592,70.006554
C027,C046,10,163.500775,220.592872
C027,C047,10,231.926982,267.645181
C027,C048,10,295.951412,401.202949
C027,C049,10,107.982221,144.879635
C027,C050,10,253.330135,296.829345
C028,D01,10,274.659052,343.197548
C028,D02,10,236.318337,290.898739
C028,D03,10,127.772167,170.75567
C028,D04,10,172.898164,209.440479
C028,D05,10,134.337467,166.558409
C028,C001,10,174.868437,236.091804
C028,C002,10,126.440549,170.049509
C028,C003,10,144.843162,195.146866
C028,C004,10,366.892844,450.23291
C028,C005,10,124.558819,167.489088
C028,C006,10,260.947515,353.468579
C028,C007,10,171.53711,231.406159
C028,C008,10,104.098576,84.494658
C028,C009,10,261.380275,306.351239
C028,C010,10,167.538677,226.09377
C028,C011,10,98.985349,132.611253
C028,C012,10,276.743742,375.014275
C028,C013,10,40.091938,52.308911
C028,C014,10,177.775043,192.339939
C028,C015,10,121.499228,163.311414
C028,C016,10,301.955003,361.678268
C028,C017,10,228.991838,309.89895
C028,C018,10,183.039631,230.670625
C028,C019,10,107.815216,144.651286
C028,C020,10,120.391061,161.803389
C028,C021,10,60.71727,80.434602
C028,C022,10,70.355896,93.575738
C028,C023,10,331.092106,384.060917
C028,C024,10,139.394653,187.716102
C028,C025,10,215.458873,243.731542
C028,C026,10,138.43665,141.057898
C028,C027,10,212.947428,288.014562
C028,C029,10,182.991755,199.457237
C028,C030,10,282.669708,383.09665
C028,C031,10,44.828152,58.762127
C028,C032,10,144.145575,194.192894
C028,C033,10,92.121084,123.25512
C028,C034,10,197.200395,266.548035
C028,C035,10,131.260358,176.625587
C028,C036,10,334.44043,405.971926
C028,C037,10,140.448263,189.154472
C028,C038,10,103.324774,138.535808
C028,C039,10,66.086337,87.75327
C028,C040,10,146.429069,197.306778
C028,C041,10,124.986283,168.068597
C028,C042,10,217.792631,294.627869
C028,C043,10,292.924919,349.366165
C028,C044,10,106.247409,142.514303
C028,C045,10,178.593107,241.148791
C028,C046,10,237.930526,322.087703
C028,C047,10,96.042574,128.604905
C028,C048,10,133.202888,121.821027
C028,C049,10,107.808833,144.642911
C028,C050,10,74.644109,99.423227
C029,D01,10,219.247039,246.64855
C029,D02,10,245.869987,282.937653
C029,D03,10,169.667992,204.930766
C029,D04,10,263.724286,254.809104
C029,D05,10,314.337639,364.304795
C029,C001,10,349.5142,453.259056
C029,C002,10,168.336374,204.224605
C029,C003,10,324.843334,392.893252
C029,C004,10,186.730589,252.276165
C029,C005,10,142.361422,144.056971
C029,C006,10,205.535502,256.919581
C029,C007,10,253.748089,322.666253
C029,C008,10,236.148389,271.949671
C029,C009,10,81.21802,108.394494
C029,C010,10,177.090327,218.132684
C029,C011,10,231.610138,292.46807
C029,C012,10,150.426239,202.768465
C029,C013,10,145.726115,148.64712
C029,C014,10,79.861651,106.540734
C029,C015,10,294.201107,377.827914
C029,C016,10,121.792748,163.721523
C029,C017,10,158.214374,192.398164
C029,C018,10,89.155693,103.296152
C029,C019,10,216.996538,245.826512
C029,C020,10,161.017275,196.21671
C029,C021,10,211.359577,238.147535
C029,C022,10,250.356068,291.322124
C029,C023,10,150.929851,186.104172
C029,C024,10,287.391067,341.820999
C029,C025,10,35.296618,45.774797
C029,C026,10,44.555105,58.399339
C029,C027,10,231.258536,267.376405
C029,C028,10,182.991755,199.457237
C029,C030,10,188.686672,238.980073
C029,C031,10,224.828324,256.508513
C029,C032,10,253.326897,295.36812
C029,C033,10,145.850691,148.814371
C029,C034,10,126.422931,149.047249
C029,C035,10,212.25296,266.083982
C029,C036,10,154.278175,208.015181
C029,C037,10,132.00704,156.657651
C029,C038,10,283.324946,336.282194
C029,C039,10,175.267659,188.928496
C029,C040,10,274.332697,350.734754
C029,C041,10,207.151395,259.125872
C029,C042,10,196.831258,245.057017
C029,C043,10,112.762664,151.40942
C029,C044,10,166.214228,203.301178
C029,C045,10,188.144757,233.187705
C029,C046,10,111.613023,149.841893
C029,C047,10,113.845177,105.172788
C029,C048,10,262.425083,307.776546
C029,C049,10,235.712461,298.070887
C029,C050,10,111.179416,101.535706
C030,D01,10,65.771122,56.300284
C030,D02,10,118.757573,130.595139
C030,D03,10,310.98481,398.961387
C030,D04,10,405.041104,448.839725
C030,D05,10,360.202025,474.562069
C030,C001,10,316.057573,428.62898
C030,C002,10,309.653192,398.255226
C030,C003,10,370.70772,503.150526
C030,C004,10,236.050242,303.568218
C030,C005,10,190.746912,236.115872
C030,C006,10,51.960066,68.492226
C030,C007,10,220.291462,298.036177
C030,C008,10,354.641942,426.15124
C030,C009,10,110.296798,132.085353
C030,C010,10,139.30696,187.602508
C030,C011,10,244.660381,331.256451
C030,C012,10,53.817344,55.067043
C030,C013,10,275.209151,351.293586
C030,C014,10,265.718823,344.020315
C030,C015,10,260.74448,353.197838
C030,C016,10,171.112401,215.013576
C030,C017,10,63.201905,83.8294
C030,C018,10,132.27009,172.936452
C030,C019,10,346.479574,448.472978
C030,C020,10,174.067518,235.005091
C030,C021,10,224.778163,304.160539
C030,C022,10,300.060575,406.815926
C030,C023,10,180.008629,209.795031
C030,C024,10,365.259211,495.719762
C030,C025,10,156.217246,194.704544
C030,C026,10,230.412277,295.87892
C030,C027,10,111.233793,149.320685
C030,C028,10,282.669708,383.09665
C030,C029,10,188.686672,238.980073
C030,C031,10,275.980404,373.976278
C030,C032,10,382.809933,498.014586
C030,C033,10,275.333727,351.460837
C030,C034,10,98.481986,131.938556
C030,C035,10,178.796333,241.453906
C030,C036,10,203.597828,259.307234
C030,C037,10,151.755892,204.5794
C030,C038,10,329.189332,446.539468
C030,C039,10,304.750695,391.574962
C030,C040,10,240.87607,326.104678
C030,C041,10,220.201638,297.914253
C030,C042,10,67.703785,89.967793
C030,C043,10,141.841442,175.100279
C030,C044,10,179.264471,242.089559
C030,C045,10,106.963743,143.478919
C030,C046,10,79.902591,90.638376
C030,C047,10,219.259299,274.998008
C030,C048,10,383.746254,463.477609
C030,C049,10,202.255834,273.440811
C030,C050,10,240.662452,304.182172
C031,D01,10,267.969748,334.077177
C031,D02,10,229.629033,281.778368
C031,D03,10,169.608736,227.806946
C031,D04,10,214.010433,265.504073
C031,D05,10,102.546806,123.208916
C031,C001,10,143.077776,192.742311
C031,C002,10,168.277118,227.100785
C031,C003,10,113.052501,151.797373
C031,C004,10,408.729413,507.284186
C031,C005,10,166.395388,224.540363
C031,C006,10,254.258211,344.348208
C031,C007,10,140.296473,188.806699
C031,C008,10,145.210845,140.558252
C031,C009,10,295.21737,400.198756
C031,C010,10,152.988174,206.253582
C031,C011,10,67.744712,90.011793
C031,C012,10,292.218261,396.1173
C031,C013,10,81.928507,109.360187
C031,C014,10,219.611612,249.391215
C031,C015,10,89.708567,119.961921
C031,C016,10,343.791572,418.729544
C031,C017,10,249.718929,338.165671
C031,C018,10,210.191339,279.179565
C031,C019,10,148.927485,200.71488
C031,C020,10,139.87736,188.377023
C031,C021,10,102.553839,137.485878
C031,C022,10,38.565235,50.226245
C031,C023,10,364.929201,477.908434
C031,C024,10,107.603992,144.366609
C031,C025,10,257.295442,300.782818
C031,C026,10,180.273219,198.109174
C031,C027,10,181.706791,245.415102
C031,C028,10,44.828152,58.762127
C031,C029,10,224.828324,256.508513
C031,C030,10,275.980404,373.976279
C031,C032,10,185.257844,250.256488
C031,C033,10,133.957653,180.306396
C031,C034,10,224.093032,303.212111
C031,C035,10,100.019721,134.026127
C031,C036,10,376.276999,463.023202
C031,C037,10,167.3409,225.818548
C031,C038,10,71.534113,95.186315
C031,C039,10,107.198606,143.816864
C031,C040,10,115.188432,154.707318
C031,C041,10,93.745646,125.469137
C031,C042,10,211.103327,285.507498
C031,C043,10,326.762014,443.213682
C031,C044,10,133.140046,179.178379
C031,C045,10,171.761189,231.852862
C031,C046,10,264.823163,358.751779
C031,C047,10,137.879143,185.656181
C031,C048,10,132.569806,178.410972
C031,C049,10,76.568196,102.043451
C031,C050,10,116.480678,156.474503
C032,D01,10,383.466119,469.933904
C032,D02,10,348.33757,443.651565
C032,D03,10,131.160347,69.554729
C032,D04,10,31.596503,16.755721
C032,D05,10,170.752809,215.04949
C032,C001,10,298.241549,404.32719
C032,C002,10,129.828729,68.848568
C032,C003,10,184.490902,249.211291
C032,C004,10,437.227986,546.143793
C032,C005,10,194.893961,263.39997
C032,C006,10,369.754582,480.204935
C032,C007,10,311.966802,422.90052
C032,C008,10,89.110525,119.151212
C032,C009,10,331.715417,402.262122
C032,C010,10,279.55791,378.846596
C032,C011,10,239.415041,324.105614
C032,C012,10,370.185358,480.798843
C032,C013,10,110.42708,148.219794
C032,C014,10,219.625437,168.340291
C032,C015,10,244.87234,331.5468
C032,C016,10,372.290145,457.589151
C032,C017,10,322.433454,415.683518
C032,C018,10,253.374773,326.581506
C032,C019,10,39.174777,51.050012
C032,C020,10,232.410294,314.556215
C032,C021,10,172.736503,233.187428
C032,C022,10,209.38381,283.158582
C032,C023,10,401.427248,479.9718
C032,C024,10,140.353203,189.02254
C032,C025,10,285.794015,339.642425
C032,C026,10,208.771792,236.968781
C032,C027,10,333.726119,428.090317
C032,C028,10,144.145575,194.192894
C032,C029,10,253.326897,295.36812
C032,C030,10,382.809933,498.014586
C032,C031,10,185.257844,250.256488
C032,C033,10,162.456226,219.166003
C032,C034,10,290.642011,372.332603
C032,C035,10,271.69005,368.119948
C032,C036,10,404.775572,501.882809
C032,C037,10,252.467496,341.907298
C032,C038,10,176.40891,238.195318
C032,C039,10,80.891652,107.941662
C032,C040,10,286.858761,388.801139
C032,C041,10,244.313374,330.786685
C032,C042,10,329.811864,447.380695
C032,C043,10,363.260061,445.277048
C032,C044,10,218.266642,295.267129
C032,C045,10,290.61234,393.901617
C032,C046,10,331.372142,427.872271
C032,C047,10,166.377716,224.515788
C032,C048,10,115.387219,154.978087
C032,C049,10,248.238525,336.137272
C032,C050,10,144.979251,195.33411
C033,D01,10,275.989913,323.380157
C033,D02,10,296.089973,372.409555
C033,D03,10,38.483683,49.002686
C033,D04,10,132.539977,98.881024
C033,D05,10,223.466968,288.102678
C033,C001,10,263.997938,357.636073
C033,C002,10,37.152065,48.296525
C033,C003,10,233.972663,316.691135
C033,C004,10,329.75178,399.590044
C033,C005,10,87.417755,116.846222
C033,C006,10,262.278376,333.651188
C033,C007,10,260.666611,352.950428
C033,C008,10,145.277718,195.747554
C033,C009,10,224.239211,255.708373
C033,C010,10,227.310313,307.604586
C033,C011,10,188.11485,254.155522
C033,C012,10,262.709152,334.245096
C033,C013,10,54.855444,72.445003
C033,C014,10,91.08669,98.885409
C033,C015,10,210.628729,284.855683
C033,C016,10,264.813939,311.035402
C033,C017,10,214.957248,269.129771
C033,C018,10,145.898567,180.027759
C033,C019,10,126.125867,169.624395
C033,C020,10,180.162697,243.314205
C033,C021,10,120.488906,161.945418
C033,C022,10,159.485397,215.120007
C033,C023,10,293.951042,333.418051
C033,C024,10,196.520396,265.618882
C033,C025,10,178.317809,193.088676
C033,C026,10,101.295586,90.415032
C033,C027,10,281.478522,356.848307
C033,C028,10,92.121084,123.25512
C033,C029,10,145.850691,148.814371
C033,C030,10,275.333727,351.460839
C033,C031,10,133.957653,180.306396
C033,C032,10,162.456226,219.166003
C033,C034,10,183.165805,225.778856
C033,C035,10,220.389859,298.169855
C033,C036,10,297.299366,355.32906
C033,C037,10,188.749914,233.389258
C033,C038,10,192.454275,260.080077
C033,C039,10,84.396988,112.726379
C033,C040,10,235.55857,318.851047
C033,C041,10,192.065777,259.544675
C033,C042,10,253.574132,321.788624
C033,C043,10,255.783855,298.723299
C033,C044,10,166.019045,224.025119
C033,C045,10,238.364743,322.659607
C033,C046,10,223.895936,281.318524
C033,C047,10,58.90151,77.962039
C033,C048,10,171.554412,231.574429
C033,C049,10,196.938334,266.18718
C033,C050,10,37.503045,48.780361
C034,D01,10,99.138172,103.857874
C034,D02,10,127.776179,142.893687
C034,D03,10,218.816888,273.279405
C034,D04,10,312.873182,323.157743
C034,D05,10,312.154774,409.03443
C034,C001,10,277.09513,375.498822
C034,C002,10,217.48527,272.573244
C034,C003,10,322.660469,437.622887
C034,C004,10,202.221563,273.401871
C034,C005,10,98.57899,110.433889
C034,C006,10,85.426635,114.128905
C034,C007,10,181.329019,244.906019
C034,C008,10,269.172629,309.602625
C034,C009,10,76.468119,101.919006
C034,C010,10,104.671257,140.37245
C034,C011,10,159.191068,214.707836
C034,C012,10,84.887128,113.398601
C034,C013,10,183.041229,225.611604
C034,C014,10,203.455082,254.087491
C034,C015,10,221.782037,300.06768
C034,C016,10,137.283722,184.847229
C034,C017,10,38.105507,49.607488
C034,C018,10,40.102168,47.254469
C034,C019,10,254.311652,322.790996
C034,C020,10,88.598205,118.456476
C034,C021,10,139.30885,187.611924
C034,C022,10,248.173203,336.051759
C034,C023,10,146.17995,179.628684
C034,C024,10,317.21196,430.192123
C034,C025,10,93.953505,104.77172
C034,C026,10,168.148536,205.946096
C034,C027,10,120.252399,161.619233
C034,C028,10,197.200395,266.548035
C034,C029,10,126.422931,149.047249
C034,C030,10,98.481986,131.938556
C034,C031,10,224.093032,303.212111
C034,C032,10,290.642011,372.332604
C034,C033,10,183.165805,225.778855
C034,C035,10,139.83389,188.323748
C034,C036,10,169.769149,229.140887
C034,C037,10,59.58797,78.897417
C034,C038,10,281.142081,381.011829
C034,C039,10,212.582773,265.89298
C034,C040,10,201.913627,272.97452
C034,C041,10,134.732325,181.365638
C034,C042,10,76.722391,102.266341
C034,C043,10,108.012763,144.933932
C034,C044,10,93.795158,125.540944
C034,C045,10,115.725687,155.427471
C034,C046,10,46.073912,60.472029
C034,C047,10,127.091377,149.316026
C034,C048,10,298.276941,346.928994
C034,C049,10,163.293391,220.310653
C034,C050,10,148.49453,178.50019
C035,D01,10,170.785677,201.554804
C035,D02,10,132.444962,149.255995
C035,D03,10,256.040942,345.670405
C035,D04,10,300.442639,383.367532
C035,D05,10,184.241342,234.611917
C035,C001,10,140.09689,188.678828
C035,C002,10,254.709324,344.964244
C035,C003,10,194.747037,263.200374
C035,C004,10,331.217505,428.309821
C035,C005,10,184.409019,227.470622
C035,C006,10,157.07414,211.825835
C035,C007,10,44.330779,58.086025
C035,C008,10,231.643051,258.421711
C035,C009,10,210.958228,285.310393
C035,C010,10,55.804103,73.731209
C035,C011,10,82.550737,110.203187
C035,C012,10,195.03419,263.594927
C035,C013,10,168.360713,227.223646
C035,C014,10,289.285111,371.124224
C035,C015,10,84.783797,113.247686
C035,C016,10,266.279664,339.755179
C035,C017,10,152.534858,205.643298
C035,C018,10,125.932197,164.291202
C035,C019,10,235.359691,318.578339
C035,C020,10,94.09912,125.953509
C035,C021,10,144.809765,195.108957
C035,C022,10,124.099892,166.865774
C035,C023,10,280.670059,363.020071
C035,C024,10,189.298528,255.76961
C035,C025,10,179.783534,221.808453
C035,C026,10,253.978565,322.982829
C035,C027,10,84.52272,112.892729
C035,C028,10,131.260358,176.625586
C035,C029,10,212.25296,266.083982
C035,C030,10,178.796333,241.453906
C035,C031,10,100.019721,134.026126
C035,C032,10,271.69005,368.119947
C035,C033,10,220.389859,298.169855
C035,C034,10,139.83389,188.323748
C035,C036,10,298.765091,384.048837
C035,C037,10,83.081758,110.930185
C035,C038,10,153.228649,206.589316
C035,C039,10,193.630812,261.680323
C035,C040,10,64.915387,86.154526
C035,C041,10,108.551671,145.660531
C035,C042,10,113.919256,152.985125
C035,C043,10,242.502872,328.325319
C035,C044,10,99.296073,133.037977
C035,C045,10,74.577118,99.330489
C035,C046,10,180.564021,243.863416
C035,C047,10,212.921406,266.352758
C035,C048,10,214.264342,289.813973
C035,C049,10,26.295151,33.490659
C035,C050,10,202.912884,274.337962
C036,D01,10,250.37021,308.018879
C036,D02,10,294.719792,370.536184
C036,D03,10,321.116667,411.445455
C036,D04,10,415.172961,461.323793
C036,D05,10,465.786314,570.819484
C036,C001,10,436.026331,571.223912
C036,C002,10,319.785049,410.739294
C036,C003,10,476.292009,599.407941
C036,C004,10,41.413866,54.110764
C036,C005,10,234.144646,284.440427
C036,C006,10,236.559154,320.210821
C036,C007,10,340.26022,440.631108
C036,C008,10,387.597064,478.46436
C036,C009,10,96.129176,128.721655
C036,C010,10,263.602458,336.097539
C036,C011,10,318.122269,410.432925
C036,C012,10,165.337395,223.095626
C036,C013,10,297.17479,355.161809
C036,C014,10,231.310326,313.055423
C036,C015,10,380.713238,495.79277
C036,C016,10,35.318721,45.796162
C036,C017,10,205.04912,277.249985
C036,C018,10,175.667824,221.261007
C036,C019,10,368.445213,452.341201
C036,C020,10,247.529406,314.181565
C036,C021,10,298.240051,383.337013
C036,C022,10,401.804743,497.836813
C036,C023,10,98.080184,126.681578
C036,C024,10,438.839742,548.335688
C036,C025,10,121.808749,163.739652
C036,C026,10,196.00378,264.914028
C036,C027,10,287.196012,389.26173
C036,C028,10,334.44043,405.971926
C036,C029,10,154.278175,208.015181
C036,C030,10,203.597828,259.307234
C036,C031,10,376.276999,463.023202
C036,C032,10,404.775572,501.882809
C036,C033,10,297.299366,355.32906
C036,C034,10,169.769149,229.140887
C036,C035,10,298.765091,384.048837
C036,C037,10,218.519171,274.622506
C036,C038,10,434.773621,542.796883
C036,C039,10,326.716334,395.443185
C036,C040,10,360.844828,468.69961
C036,C041,10,293.663526,377.090727
C036,C042,10,243.666004,329.908838
C036,C043,10,127.67382,171.736581
C036,C044,10,252.726359,321.266033
C036,C045,10,274.656888,351.15256
C036,C046,10,126.524179,170.169054
C036,C047,10,262.657033,323.322563
C036,C048,10,413.873758,514.291235
C036,C049,10,322.224592,416.035743
C036,C050,10,262.628091,308.050395
C037,D01,10,152.412078,176.498718
C037,D02,10,116.698785,127.783856
C037,D03,10,224.400997,280.889807
C037,D04,10,281.220085,357.154883
C037,D05,10,255.402642,331.640867
C037,C001,10,220.342998,298.10526
C037,C002,10,223.069379,280.183646
C037,C003,10,265.908337,360.229324
C037,C004,10,250.971585,318.88349
C037,C005,10,104.163099,118.044291
C037,C006,10,138.700541,186.769749
C037,C007,10,124.576887,167.512456
C037,C008,10,212.420497,232.209062
C037,C009,10,130.712308,175.884062
C037,C010,10,47.919125,62.978887
C037,C011,10,102.438936,137.314273
C037,C012,10,139.131317,187.363657
C037,C013,10,148.190753,199.719079
C037,C014,10,209.039191,261.697893
C037,C015,10,165.029905,222.674118
C037,C016,10,186.033744,230.328848
C037,C017,10,91.379413,122.248332
C037,C018,10,45.686277,54.864871
C037,C019,10,216.137137,292.36569
C037,C020,10,31.846073,41.062913
C037,C021,10,82.556718,110.218361
C037,C022,10,191.421071,258.658196
C037,C023,10,200.424139,253.59374
C037,C024,10,260.459828,352.79856
C037,C025,10,99.537614,112.382122
C037,C026,10,173.732645,213.556498
C037,C027,10,102.087334,112.222608
C037,C028,10,140.448263,189.154472
C037,C029,10,132.00704,156.657651
C037,C030,10,151.755892,204.5794
C037,C031,10,167.3409,225.818548
C037,C032,10,252.467496,341.907298
C037,C033,10,188.749914,233.389257
C037,C034,10,59.58797,78.897417
C037,C035,10,83.081758,110.930185
C037,C036,10,218.519171,274.622506
C037,C038,10,224.389949,303.618266
C037,C039,10,174.408258,235.467674
C037,C040,10,145.161495,195.580958
C037,C041,10,77.980193,103.972075
C037,C042,10,98.173079,131.512986
C037,C043,10,162.256952,218.898988
C037,C044,10,37.043026,48.147381
C037,C045,10,58.973555,78.033908
C037,C046,10,100.318101,134.437085
C037,C047,10,132.675486,156.926428
C037,C048,10,241.524809,269.535431
C037,C049,10,106.541259,142.917091
C037,C050,10,154.078639,186.110592
C038,D01,10,321.178676,406.640366
C038,D02,10,282.837961,354.341557
C038,D03,10,228.105358,307.580627
C038,D04,10,205.161499,253.442903
C038,D05,10,33.838263,29.521009
C038,C001,10,124.658209,167.63028
C038,C002,10,226.77374,306.874466
C038,C003,10,44.343958,58.109466
C038,C004,10,467.226035,587.057867
C038,C005,10,224.89201,304.314044
C038,C006,10,307.467139,416.911397
C038,C007,10,162.198664,181.727211
C038,C008,10,90.126003,120.5436
C038,C009,10,352.266419,477.998474
C038,C010,10,206.197102,278.816771
C038,C011,10,124.793761,167.811511
C038,C012,10,345.427189,468.680489
C038,C013,10,140.425129,189.133868
C038,C014,10,278.108234,329.164896
C038,C015,10,71.289,94.84989
C038,C016,10,402.288194,498.503225
C038,C017,10,302.927857,410.72886
C038,C018,10,267.240388,356.979283
C038,C019,10,140.078551,188.65371
C038,C020,10,196.926409,266.176741
C038,C021,10,161.050461,217.259559
C038,C022,10,35.80047,46.461672
C038,C023,10,421.97825,555.708152
C038,C024,10,38.895449,50.678702
C038,C025,10,315.792064,380.556499
C038,C026,10,238.769841,277.882855
C038,C027,10,234.915719,317.978291
C038,C028,10,103.324774,138.535808
C038,C029,10,283.324946,336.282194
C038,C030,10,329.189332,446.539468
C038,C031,10,71.534113,95.186315
C038,C032,10,176.40891,238.195318
C038,C033,10,192.454275,260.080077
C038,C034,10,281.142081,381.011829
C038,C035,10,153.228649,206.589316
C038,C036,10,434.773621,542.796883
C038,C037,10,224.389949,303.618266
C038,C039,10,151.011529,203.567319
C038,C040,10,134.246777,146.11973
C038,C041,10,150.794695,203.268855
C038,C042,10,264.312255,358.070687
C038,C043,10,383.811063,521.0134
C038,C044,10,190.189095,256.978097
C038,C045,10,224.970117,304.416051
C038,C046,10,321.872212,436.551497
C038,C047,10,196.375765,265.429862
C038,C048,10,63.861263,84.723065
C038,C049,10,129.777124,174.606641
C038,C050,10,174.9773,236.248184
C039,D01,10,305.406881,363.494282
C039,D02,10,270.278332,337.211941
C039,D03,10,120.048071,160.226929
C039,D04,10,109.644241,123.189247
C039,D05,10,145.355428,180.421491
C039,C001,10,237.238891,321.146541
C039,C002,10,118.716453,159.520768
C039,C003,10,159.093521,214.583292
C039,C004,10,359.168748,439.704169
C039,C005,10,116.834723,156.960347
C039,C006,10,291.695344,373.765313
C039,C007,10,233.907564,316.460896
C039,C008,10,63.713144,84.523213
C039,C009,10,253.656179,295.822498
C039,C010,10,201.498672,272.406972
C039,C011,10,161.355803,217.66599
C039,C012,10,292.12612,374.359221
C039,C013,10,32.367842,41.78017
C039,C014,10,170.050947,181.811198
C039,C015,10,183.869682,248.366151
C039,C016,10,294.230907,351.149527
C039,C017,10,244.374216,309.243896
C039,C018,10,175.315535,220.141884
C039,C019,10,44.561293,58.400054
C039,C020,10,154.351056,208.116591
C039,C021,10,94.677265,126.747804
C039,C022,10,132.72635,178.630475
C039,C023,10,323.36801,373.532176
C039,C024,10,114.955822,154.394541
C039,C025,10,207.734777,233.202801
C039,C026,10,130.712554,130.529157
C039,C027,10,255.666881,321.650693
C039,C028,10,66.086337,87.75327
C039,C029,10,175.267659,188.928496
C039,C030,10,304.750695,391.574964
C039,C031,10,107.198606,143.816864
C039,C032,10,80.891652,107.941662
C039,C033,10,84.396988,112.726379
C039,C034,10,212.582773,265.892981
C039,C035,10,193.630812,261.680323
C039,C036,10,326.716334,395.443185
C039,C037,10,174.408258,235.467674
C039,C038,10,151.011529,203.567319
C039,C040,10,208.799523,282.361515
C039,C041,10,166.254136,224.347061
C039,C042,10,251.752626,340.941071
C039,C043,10,285.200823,338.837424
C039,C044,10,140.207404,188.827505
C039,C045,10,212.553102,287.461993
C039,C046,10,253.312904,321.432649
C039,C047,10,88.318478,118.076164
C039,C048,10,89.989838,120.350088
C039,C049,10,170.179287,229.697648
C039,C050,10,66.920013,88.894486
C040,D01,10,232.865414,286.205577
C040,D02,10,194.524699,233.906768
C040,D03,10,271.209653,366.351597
C040,D04,10,315.61135,404.048724
C040,D05,10,165.25947,174.142331
C040,C001,10,121.115018,128.209242
C040,C002,10,269.878035,365.645436
C040,C003,10,175.765165,202.730788
C040,C004,10,393.297242,512.960594
C040,C005,10,246.488756,312.121395
C040,C006,10,219.153877,296.476608
C040,C007,10,27.951887,35.607481
C040,C008,10,221.54721,265.164922
C040,C009,10,273.037965,369.961166
C040,C010,10,117.88384,158.381982
C040,C011,10,97.719448,130.884379
C040,C012,10,257.113927,348.2457
C040,C013,10,183.529424,247.904838
C040,C014,10,321.212529,387.935866
C040,C015,10,65.801925,52.7781
C040,C016,10,328.359401,424.405952
C040,C017,10,214.614595,290.294071
